                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                 1.1603,                 1.1501,                 1.2735,                0.88519,                0.85823,                0.89581,                  0.458,                 1.2619,                0.89931,                  1.018,              0.0007327,              0.0007327,              0.0007327
                     30,                 1.0903,                 1.1448,                 1.2423,                0.70172,                0.89513,                0.95286,                0.46627,                 1.2223,                0.80743,                0.97339,              0.0007228,              0.0007228,              0.0007228
                     31,                 1.1394,                 1.1415,                 1.2576,                0.78695,                0.89478,                0.94692,                0.47612,                  1.104,                 0.8062,                0.90341,              0.0007129,              0.0007129,              0.0007129
                     32,                 1.1585,                 1.1273,                 1.2456,                0.88579,                0.96726,                0.97254,                0.50956,                 1.1353,                0.71577,                0.97126,               0.000703,               0.000703,               0.000703
                     33,                 1.1123,                 1.1302,                 1.2672,                0.87984,                0.89291,                0.93168,                 0.4908,                 1.1327,                 0.7946,                 0.8971,              0.0006931,              0.0006931,              0.0006931
                     34,                  1.098,                 1.1059,                 1.2466,                0.82887,                0.92887,                0.92736,                0.50595,                 1.0954,                0.73393,                0.88263,              0.0006832,              0.0006832,              0.0006832
                     35,                 1.1382,                 1.1223,                 1.2636,                0.76834,                0.94545,                0.95799,                0.48272,                 1.1981,                 0.8238,                0.98781,              0.0006733,              0.0006733,              0.0006733
                     36,                 1.0649,                  1.066,                 1.2385,                 0.8674,                0.93423,                0.94335,                0.54133,                 1.0204,                0.79025,                0.83471,              0.0006634,              0.0006634,              0.0006634
                     37,                 1.0848,                 1.0939,                 1.2536,                0.86348,                0.88084,                0.89732,                0.49147,                 1.1023,                0.78051,                0.87107,              0.0006535,              0.0006535,              0.0006535
                     38,                  1.088,                 1.0942,                  1.221,                0.81604,                0.92898,                0.91619,                0.49036,                 1.1382,                0.98237,                0.89099,              0.0006436,              0.0006436,              0.0006436
                     39,                 1.0506,                 1.0882,                 1.2142,                0.83995,                0.91789,                0.93127,                0.49975,                 1.0828,                0.90365,                0.85651,              0.0006337,              0.0006337,              0.0006337
                     40,                 1.0478,                 1.0653,                 1.2081,                0.86815,                0.94573,                0.92048,                0.50859,                 1.0777,                0.71327,                  0.879,              0.0006238,              0.0006238,              0.0006238
                     41,                  1.052,                 1.0563,                 1.2123,                0.74829,                0.74573,                0.87831,                 0.4006,                 1.6246,                 1.4497,                 1.3535,              0.0006139,              0.0006139,              0.0006139
                     42,                  1.063,                 1.0868,                 1.2093,                0.78431,                0.90476,                0.93542,                0.49035,                 1.0359,                0.74284,                0.84878,               0.000604,               0.000604,               0.000604
                     43,                 1.0206,                 1.0558,                 1.1927,                0.82932,                0.94631,                0.94792,                0.54727,                 1.0716,                0.75315,                0.86466,              0.0005941,              0.0005941,              0.0005941
                     44,                 1.0296,                 1.0414,                 1.1984,                0.87735,                 0.9573,                0.96343,                0.54236,                 1.0409,                0.75941,                0.83441,              0.0005842,              0.0005842,              0.0005842
                     45,                   1.06,                 1.0509,                 1.1959,                0.80491,                0.92083,                0.94461,                0.54318,                 1.1255,                0.69923,                0.89944,              0.0005743,              0.0005743,              0.0005743
                     46,                 1.0364,                 1.0358,                 1.2079,                0.90328,                 0.9239,                0.96232,                0.52318,                 1.0884,                0.72699,                0.87832,              0.0005644,              0.0005644,              0.0005644
                     47,                 1.0504,                 1.0401,                 1.2176,                0.88515,                0.96684,                0.94556,                0.52768,                 1.0305,                0.69671,                 0.8514,              0.0005545,              0.0005545,              0.0005545
                     48,                  1.076,                 1.0674,                 1.2106,                0.78277,                0.96558,                0.94156,                0.50509,                 1.0614,                0.68973,                0.88877,              0.0005446,              0.0005446,              0.0005446
                     49,                 1.0402,                 1.0484,                 1.2091,                0.73735,                0.91343,                0.91657,                0.49453,                 1.0746,                0.75331,                  0.848,              0.0005347,              0.0005347,              0.0005347
                     50,                 1.0291,                 1.0306,                 1.1998,                0.91215,                0.85886,                0.94688,                0.51016,                 1.1481,                 1.3056,                0.96784,              0.0005248,              0.0005248,              0.0005248
                     51,                 1.0287,                 1.0262,                 1.2002,                 0.8373,                0.92392,                0.91451,                 0.4951,                  1.053,                0.79142,                0.84444,              0.0005149,              0.0005149,              0.0005149
                     52,                 1.0483,                 1.0311,                 1.1852,                0.81906,                0.86484,                0.92435,                0.51156,                 1.1241,                0.77189,                0.89589,               0.000505,               0.000505,               0.000505
                     53,                 1.0459,                 1.0226,                 1.2018,                0.83755,                0.94198,                0.93439,                0.53675,                 1.0041,                0.65302,                0.78584,              0.0004951,              0.0004951,              0.0004951
                     54,                 0.9837,                0.98755,                 1.1809,                0.89193,                0.93771,                0.94224,                0.52776,                 1.0131,                0.63628,                0.79482,              0.0004852,              0.0004852,              0.0004852
                     55,                 1.0024,                 1.0215,                 1.1824,                0.84097,                 0.8988,                0.92677,                0.49862,                 1.2148,                  0.908,                   0.98,              0.0004753,              0.0004753,              0.0004753
                     56,                 1.0569,                 1.0286,                 1.1912,                0.83984,                 0.9506,                0.92899,                0.51767,                0.99683,                0.65319,                0.81202,              0.0004654,              0.0004654,              0.0004654
                     57,                 1.0461,                 1.0472,                 1.1898,                0.83925,                0.98411,                0.97724,                0.51997,                 1.0024,                0.68028,                0.83244,              0.0004555,              0.0004555,              0.0004555
                     58,                0.96786,                0.99667,                 1.1569,                0.84046,                0.93785,                0.94567,                  0.544,                 1.0048,                0.69017,                0.80242,              0.0004456,              0.0004456,              0.0004456
                     59,                0.98685,                0.99545,                 1.1755,                0.87231,                 0.9625,                0.94152,                0.50648,                 1.0432,                0.61606,                0.83257,              0.0004357,              0.0004357,              0.0004357
                     60,                 0.9864,                0.99408,                 1.1709,                0.85068,                0.94479,                 0.9378,                0.51282,                 1.0227,                0.67082,                0.82658,              0.0004258,              0.0004258,              0.0004258
                     61,                0.95546,                0.96776,                 1.1577,                0.81155,                0.63176,                0.77293,                0.34265,                 1.6636,                 2.3168,                 1.3562,              0.0004159,              0.0004159,              0.0004159
                     62,                0.95689,                0.96039,                 1.1644,                 0.8957,                0.95536,                0.96738,                0.51482,                 1.0944,                0.67998,                0.86106,               0.000406,               0.000406,               0.000406
                     63,                 1.0007,                0.97664,                 1.1701,                0.85218,                0.89326,                0.94783,                0.50077,                 1.0785,                0.79805,                0.85392,              0.0003961,              0.0003961,              0.0003961
                     64,                0.97757,                0.99027,                 1.1716,                 0.8406,                 0.9625,                0.96454,                0.51917,                0.99795,                0.62003,                0.79848,              0.0003862,              0.0003862,              0.0003862
                     65,                0.98944,                0.99018,                 1.1601,                0.83806,                0.93911,                0.95323,                0.53077,                 1.0242,                 0.6577,                0.80783,              0.0003763,              0.0003763,              0.0003763
                     66,                0.98532,                0.99501,                 1.1785,                 0.9606,                0.99231,                  0.995,                0.51615,                 1.0813,                 0.6661,                0.88959,              0.0003664,              0.0003664,              0.0003664
                     67,                 0.9523,                0.97114,                 1.1501,                0.89791,                0.92083,                0.95071,                 0.5219,                 1.0644,                0.62141,                0.83788,              0.0003565,              0.0003565,              0.0003565
                     68,                0.96622,                0.96933,                 1.1514,                0.88133,                0.94167,                0.94245,                0.52156,                 1.0786,                0.62479,                 0.8551,              0.0003466,              0.0003466,              0.0003466
                     69,                0.93642,                0.96247,                 1.1474,                0.83181,                 0.9208,                0.95062,                0.54049,                 1.0726,                0.64078,                0.88173,              0.0003367,              0.0003367,              0.0003367
                     70,                0.95663,                 0.9636,                 1.1474,                 0.8585,                0.91701,                0.95729,                0.51673,                 1.0515,                0.58051,                0.83211,              0.0003268,              0.0003268,              0.0003268
                     71,                 0.9586,                0.96463,                 1.1628,                0.88712,                0.92185,                0.94678,                0.52178,                 1.1384,                0.69394,                 0.8803,              0.0003169,              0.0003169,              0.0003169
                     72,                0.97675,                0.96998,                 1.1435,                 0.8368,                 0.9057,                0.93889,                0.53377,                 1.0845,                0.68927,                0.88597,               0.000307,               0.000307,               0.000307
                     73,                0.94838,                0.95299,                 1.1393,                0.91606,                0.93864,                0.96002,                0.53605,                 1.0936,                0.75008,                0.86205,              0.0002971,              0.0002971,              0.0002971
                     74,                0.95854,                0.97252,                 1.1559,                 0.8703,                   0.68,                0.91143,                0.48335,                 1.2521,                 1.5694,                  1.002,              0.0002872,              0.0002872,              0.0002872
                     75,                0.94572,                0.96073,                 1.1377,                 0.8936,                 0.9625,                0.94543,                0.54207,                 1.0782,                0.62966,                0.87573,              0.0002773,              0.0002773,              0.0002773
                     76,                0.90299,                 0.9279,                  1.135,                0.89242,                0.94933,                0.94698,                0.53252,                 1.0053,                0.61755,                0.81782,              0.0002674,              0.0002674,              0.0002674
                     77,                0.94754,                0.93654,                 1.1494,                0.89523,                0.95169,                0.96622,                0.52273,                 1.0369,                0.68346,                0.84966,              0.0002575,              0.0002575,              0.0002575
                     78,                0.92696,                 0.9383,                 1.1279,                0.88839,                0.91525,                 0.9502,                0.51696,                0.99486,                0.61121,                0.77994,              0.0002476,              0.0002476,              0.0002476
                     79,                0.94091,                 0.9634,                 1.1427,                0.90515,                0.92093,                0.96307,                0.53578,                0.98532,                0.59886,                0.77938,              0.0002377,              0.0002377,              0.0002377
                     80,                0.93998,                0.96683,                 1.1536,                0.88875,                0.89023,                0.97315,                 0.5093,                 1.0492,                0.90275,                0.82594,              0.0002278,              0.0002278,              0.0002278
                     81,                0.93181,                0.91616,                  1.133,                0.84425,                0.95846,                0.95903,                0.54199,                 1.0121,                0.61986,                 0.8304,              0.0002179,              0.0002179,              0.0002179
                     82,                0.92851,                 0.9317,                  1.136,                0.89951,                0.98333,                0.97198,                0.54362,                0.98559,                0.60538,                0.78778,               0.000208,               0.000208,               0.000208
                     83,                0.94909,                 0.9571,                 1.1479,                0.91485,                0.92083,                0.94198,                0.54511,                 1.0287,                 0.6333,                 0.8205,              0.0001981,              0.0001981,              0.0001981
                     84,                 0.9186,                 0.9369,                 1.1212,                0.91291,                0.98052,                0.96751,                0.54699,                0.95996,                0.54676,                0.77555,              0.0001882,              0.0001882,              0.0001882
                     85,                0.91141,                0.92982,                 1.1234,                0.86144,                0.84478,                0.96736,                0.52429,                 1.1415,                0.99149,                0.88351,              0.0001783,              0.0001783,              0.0001783
                     86,                0.96605,                0.96304,                 1.1439,                0.82684,                0.92083,                0.93503,                0.53276,                  1.009,                0.59642,                0.78863,              0.0001684,              0.0001684,              0.0001684
                     87,                 0.9022,                0.93473,                 1.1328,                0.87323,                0.89726,                0.95792,                0.51895,                 1.0461,                  0.663,                0.81973,              0.0001585,              0.0001585,              0.0001585
                     88,                0.89399,                0.92513,                  1.119,                0.81923,                0.93882,                0.95135,                0.53345,                0.99327,                0.62216,                0.79608,              0.0001486,              0.0001486,              0.0001486
                     89,                0.91831,                0.94757,                 1.1163,                0.86812,                0.95472,                0.96976,                0.54059,                0.99688,                0.57543,                0.78401,              0.0001387,              0.0001387,              0.0001387
                     90,                0.86439,                0.92938,                 1.1209,                 0.8852,                0.95718,                0.96901,                 0.5318,                 1.0013,                0.57145,                0.78049,              0.0001288,              0.0001288,              0.0001288
                     91,                 1.1024,                0.87367,                  1.139,                 0.8724,                0.93375,                0.96147,                0.51956,                 1.0298,                0.76446,                0.82374,              0.0001189,              0.0001189,              0.0001189
                     92,                 1.0618,                0.76843,                 1.1043,                0.84814,                 0.9506,                0.96896,                0.55407,                0.98314,                0.57608,                 0.7487,               0.000109,               0.000109,               0.000109
                     93,                 1.0364,                0.75203,                 1.0963,                0.91981,                0.96212,                0.96909,                0.54537,                0.98225,                0.55983,                0.74389,               9.91e-05,               9.91e-05,               9.91e-05
                     94,                 1.0375,                0.73475,                 1.1031,                0.88784,                0.95105,                0.97417,                0.54491,                0.99909,                 0.5823,                0.75622,               8.92e-05,               8.92e-05,               8.92e-05
                     95,                 1.0309,                0.74752,                 1.1079,                0.91747,                0.95144,                0.95528,                0.54646,                 1.0224,                0.59476,                0.76788,               7.93e-05,               7.93e-05,               7.93e-05
                     96,                  1.037,                0.74123,                 1.1098,                0.90965,                0.96591,                0.97135,                0.54585,                      1,                0.56562,                0.76365,               6.94e-05,               6.94e-05,               6.94e-05
                     97,                 1.0299,                0.75693,                 1.0953,                0.90394,                0.96432,                0.97306,                0.55042,                0.97545,                0.56874,                0.74529,               5.95e-05,               5.95e-05,               5.95e-05
                     98,                 1.0289,                 0.7371,                 1.0998,                0.91578,                0.97275,                0.97304,                0.54022,                0.98216,                0.57062,                0.74156,               4.96e-05,               4.96e-05,               4.96e-05
                     99,                 1.0292,                0.73038,                 1.1031,                 0.9211,                0.97129,                0.97473,                0.54423,                  1.003,                0.58187,                0.75568,               3.97e-05,               3.97e-05,               3.97e-05
                    100,                  1.025,                0.73276,                 1.0993,                0.92004,                0.97673,                0.97476,                0.53904,                0.98644,                0.58105,                0.74485,               2.98e-05,               2.98e-05,               2.98e-05
