                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.8832,                 2.4404,                 1.3171,                0.71301,                0.83333,                0.82846,                0.56544,                  1.529,                 1.1914,                 1.4362,             0.00086902,             0.00086902,             0.00086902
                     25,                  2.049,                 2.7572,                 1.3529,                0.70274,                0.83333,                0.82847,                0.47577,                  1.864,                 1.4094,                 1.6597,             0.00085803,             0.00085803,             0.00085803
                     26,                 1.9965,                 2.5593,                 1.3886,                0.91972,                0.66667,                0.82843,                0.58199,                 1.5218,                 1.4141,                 1.4489,             0.00084703,             0.00084703,             0.00084703
                     27,                 2.0863,                 2.4752,                 1.3062,                0.72299,                0.82328,                 0.8125,                0.50078,                 1.7394,                 1.4972,                 1.4863,             0.00083603,             0.00083603,             0.00083603
                     28,                 1.8081,                 2.3543,                 1.2676,                 0.7635,                0.83333,                0.82847,                0.43425,                 1.6487,                 1.5873,                 1.3991,             0.00082503,             0.00082503,             0.00082503
                     29,                 1.8285,                 2.2928,                  1.262,                0.58573,                 0.9612,                0.88444,                0.41704,                 1.3454,                 1.2381,                  1.292,             0.00081403,             0.00081403,             0.00081403
                     30,                 1.8756,                 2.2245,                 1.2557,                 0.7349,                0.83333,                0.82917,                0.41892,                 1.4609,                 1.5046,                 1.2966,             0.00080303,             0.00080303,             0.00080303
                     31,                 1.9575,                  2.415,                 1.3283,                0.62828,                0.95824,                0.88444,                0.44205,                 1.6064,                 1.6193,                 1.3595,             0.00079203,             0.00079203,             0.00079203
                     32,                 1.9487,                 2.3217,                 1.2778,                0.81921,                0.83333,                0.87595,                0.38099,                 1.7381,                 1.4782,                 1.4008,             0.00078103,             0.00078103,             0.00078103
                     33,                 1.9921,                 2.2541,                 1.2808,                 0.7589,                0.83333,                0.86537,                0.49255,                 1.7289,                 1.4903,                  1.423,             0.00077003,             0.00077003,             0.00077003
                     34,                 1.8744,                  2.058,                 1.2637,                0.84918,                0.64975,                   0.87,                0.45371,                 1.7078,                 1.4511,                 1.4408,             0.00075904,             0.00075904,             0.00075904
                     35,                 1.7983,                 1.9297,                 1.2633,                0.84429,                0.83333,                0.86167,                0.48121,                 1.7279,                 1.3126,                 1.4595,             0.00074804,             0.00074804,             0.00074804
                     36,                 1.8151,                  2.071,                 1.2701,                0.82444,                0.83333,                0.86537,                0.55593,                  1.589,                 1.2869,                 1.4522,             0.00073704,             0.00073704,             0.00073704
                     37,                 1.8932,                 2.1706,                 1.2687,                0.80366,                0.83333,                0.86167,                0.53134,                 1.5856,                 1.3154,                 1.4703,             0.00072604,             0.00072604,             0.00072604
                     38,                 1.8382,                  1.976,                 1.2679,                 0.8963,                0.83333,                0.85864,                0.49028,                 1.6294,                 1.2395,                 1.4625,             0.00071504,             0.00071504,             0.00071504
                     39,                 1.8768,                 1.9386,                 1.2971,                0.96179,                0.66667,                0.74659,                0.45877,                 1.6691,                 1.1625,                 1.5327,             0.00070404,             0.00070404,             0.00070404
                     40,                 1.7289,                 1.7776,                 1.2502,                0.58084,                0.82318,                0.74781,                0.53978,                 1.7328,                 1.1951,                 1.5762,             0.00069304,             0.00069304,             0.00069304
                     41,                 1.8076,                 1.7576,                  1.209,                  0.747,                0.83333,                0.93944,                0.61837,                 1.6717,                 1.2095,                 1.4974,             0.00068204,             0.00068204,             0.00068204
                     42,                 1.8081,                 1.8708,                 1.2556,                 0.9677,                0.66667,                 0.7196,                0.49122,                 1.8659,                 1.2783,                 1.5177,             0.00067104,             0.00067104,             0.00067104
                     43,                 1.8681,                 1.8582,                 1.2712,                0.94887,                0.66667,                0.71962,                0.45865,                  1.832,                 1.3114,                 1.5337,             0.00066005,             0.00066005,             0.00066005
                     44,                 1.8463,                 1.7606,                 1.2688,                0.69565,                0.83333,                0.91167,                0.47175,                 1.7608,                  1.376,                  1.507,             0.00064905,             0.00064905,             0.00064905
                     45,                 1.8821,                 1.8818,                 1.2785,                0.68607,                0.83333,                  0.895,                0.48571,                 1.8438,                   1.38,                  1.515,             0.00063805,             0.00063805,             0.00063805
                     46,                 1.6648,                 1.7823,                 1.2375,                0.62948,                0.83333,                  0.895,                0.48237,                 1.6132,                  1.178,                 1.4866,             0.00062705,             0.00062705,             0.00062705
                     47,                 2.0045,                 1.8593,                 1.3292,                0.58702,                0.99111,                0.88444,                0.51144,                 1.6906,                 1.1694,                 1.4807,             0.00061605,             0.00061605,             0.00061605
                     48,                 1.7658,                 1.8871,                 1.2562,                0.95738,                0.66667,                0.79345,                 0.5196,                  1.803,                 1.2626,                 1.5547,             0.00060505,             0.00060505,             0.00060505
                     49,                 1.7951,                  1.819,                 1.2183,                 0.6135,                0.83333,                0.87595,                0.48355,                 1.7773,                 1.2698,                 1.4963,             0.00059405,             0.00059405,             0.00059405
                     50,                 1.6615,                 1.7828,                 1.2201,                0.95751,                0.66667,                0.79345,                0.44523,                 1.6035,                 1.1005,                   1.41,             0.00058305,             0.00058305,             0.00058305
                     51,                 1.6844,                 1.6669,                 1.1877,                 0.9543,                0.66667,                  0.895,                0.44485,                 1.6978,                 1.1366,                 1.4581,             0.00057205,             0.00057205,             0.00057205
                     52,                 1.6138,                 1.6572,                 1.1514,                0.67094,                      1,                  0.995,                0.45603,                 1.9376,                 1.1938,                 1.5918,             0.00056105,             0.00056105,             0.00056105
                     53,                 1.6259,                  1.526,                 1.1828,                0.79652,                0.83333,                  0.895,                0.49966,                 1.6278,                 1.1231,                  1.448,             0.00055006,             0.00055006,             0.00055006
                     54,                 1.7081,                 1.6874,                 1.2058,                 0.8374,                0.83333,                0.87595,                0.51113,                 1.5234,                 1.0613,                 1.3812,             0.00053906,             0.00053906,             0.00053906
                     55,                 1.6931,                 1.7118,                 1.1788,                0.89902,                0.83333,                0.87595,                0.51301,                 1.7596,                 1.1633,                 1.4968,             0.00052806,             0.00052806,             0.00052806
                     56,                 1.6094,                 1.5715,                 1.1742,                0.89724,                0.83333,                0.87595,                0.45704,                 1.8224,                 1.0814,                 1.5363,             0.00051706,             0.00051706,             0.00051706
                     57,                 1.6382,                 1.5422,                 1.1326,                0.85573,                0.83333,                   0.87,                0.58974,                 1.6215,                 1.0151,                 1.4421,             0.00050606,             0.00050606,             0.00050606
                     58,                 1.6098,                 1.5158,                 1.1239,                0.86826,                0.83333,                0.93944,                0.54113,                 1.6168,                 1.0335,                  1.432,             0.00049506,             0.00049506,             0.00049506
                     59,                 1.6036,                 1.4821,                    1.2,                0.54615,                0.81879,                0.74744,                0.44526,                 1.6977,                 1.0412,                 1.4744,             0.00048406,             0.00048406,             0.00048406
                     60,                 1.7342,                 1.5646,                 1.2334,                0.56101,                0.83333,                0.74747,                0.47002,                 1.6916,                  0.875,                 1.5071,             0.00047306,             0.00047306,             0.00047306
                     61,                 1.7007,                 1.4474,                 1.1972,                0.72352,                0.83333,                 0.7473,                0.48852,                  1.791,                0.96948,                 1.5822,             0.00046206,             0.00046206,             0.00046206
                     62,                 1.5999,                 1.4365,                 1.1936,                0.89524,                      1,                  0.995,                0.38905,                 1.7888,                  1.023,                 1.5485,             0.00045107,             0.00045107,             0.00045107
                     63,                 1.4916,                 1.3436,                 1.1448,                0.70929,                0.83333,                0.91167,                0.32275,                 1.8258,                  1.084,                 1.5445,             0.00044007,             0.00044007,             0.00044007
                     64,                  1.828,                 1.6742,                 1.2224,                0.73041,                      1,                  0.995,                0.29542,                 1.8582,                 1.0873,                 1.5049,             0.00042907,             0.00042907,             0.00042907
                     65,                 1.5807,                 1.4885,                  1.118,                0.66858,                0.83333,                0.87595,                 0.3873,                 1.8379,                 1.0438,                 1.5397,             0.00041807,             0.00041807,             0.00041807
                     66,                 1.4532,                 1.4305,                 1.1318,                0.62248,                0.83333,                0.88389,                0.46039,                 1.7871,                 1.0035,                 1.5517,             0.00040707,             0.00040707,             0.00040707
                     67,                 1.5911,                 1.3321,                 1.1485,                0.75284,                      1,                  0.995,                 0.4505,                 1.7645,                0.92927,                 1.5136,             0.00039607,             0.00039607,             0.00039607
                     68,                 1.5773,                  1.356,                 1.1238,                0.77376,                0.95915,                  0.995,                0.48259,                 1.7697,                0.87789,                 1.4603,             0.00038507,             0.00038507,             0.00038507
                     69,                 1.7022,                 1.5857,                  1.243,                0.70067,                0.83333,                0.91167,                0.50575,                 1.6641,                0.88188,                 1.4143,             0.00037407,             0.00037407,             0.00037407
                     70,                 1.6092,                 1.4039,                 1.1058,                0.72452,                0.83333,                0.88389,                0.52532,                 1.5483,                0.87927,                 1.3965,             0.00036307,             0.00036307,             0.00036307
                     71,                 1.6135,                 1.3349,                 1.1362,                0.73386,                0.83333,                0.93944,                 0.5254,                 1.5312,                0.93087,                 1.4077,             0.00035208,             0.00035208,             0.00035208
                     72,                 1.5203,                 1.3382,                 1.1653,                0.81079,                0.83333,                0.91167,                0.45271,                 1.6076,                0.97118,                 1.4093,             0.00034108,             0.00034108,             0.00034108
                     73,                 1.5201,                 1.3192,                 1.1858,                0.87569,                0.94817,                  0.995,                0.45231,                 1.5905,                0.92173,                 1.3942,             0.00033008,             0.00033008,             0.00033008
                     74,                 1.6689,                 1.4197,                 1.2009,                0.81474,                0.93571,                  0.995,                0.46573,                 1.5651,                 0.8855,                 1.3801,             0.00031908,             0.00031908,             0.00031908
                     75,                 1.5693,                 1.2908,                 1.1124,                0.79018,                0.93096,                  0.995,                0.51596,                 1.5683,                0.87218,                 1.3918,             0.00030808,             0.00030808,             0.00030808
                     76,                 1.4934,                 1.4084,                 1.1615,                0.57305,                0.78553,                0.75008,                0.48174,                 1.6219,                0.82802,                 1.4006,             0.00029708,             0.00029708,             0.00029708
                     77,                 1.6342,                 1.4217,                 1.1973,                  0.582,                0.77989,                0.74938,                  0.491,                 1.6836,                0.82723,                 1.3985,             0.00028608,             0.00028608,             0.00028608
                     78,                 1.4957,                 1.2868,                 1.1088,                 0.9369,                0.66667,                0.74953,                0.42278,                 1.8074,                0.88492,                 1.4415,             0.00027508,             0.00027508,             0.00027508
                     79,                 1.6049,                 1.2902,                 1.1342,                0.93725,                0.66667,                0.74988,                0.42299,                 1.7877,                0.92688,                 1.4513,             0.00026408,             0.00026408,             0.00026408
                     80,                 1.4613,                 1.4019,                 1.0975,                0.93033,                0.66667,                0.83238,                0.45524,                 1.6842,                0.90388,                 1.4348,             0.00025309,             0.00025309,             0.00025309
                     81,                 1.4726,                  1.253,                 1.1007,                0.59031,                0.94301,                0.88444,                0.50895,                 1.5376,                0.87566,                 1.3903,             0.00024209,             0.00024209,             0.00024209
                     82,                 1.4853,                 1.2498,                 1.1236,                0.59692,                0.83333,                0.74833,                0.50576,                 1.5043,                0.86372,                 1.3874,             0.00023109,             0.00023109,             0.00023109
                     83,                 1.4916,                 1.1971,                 1.0977,                0.55957,                0.83333,                0.74923,                0.50357,                 1.5489,                0.86598,                 1.3876,             0.00022009,             0.00022009,             0.00022009
                     84,                 1.5253,                 1.2927,                 1.1273,                0.94152,                0.66667,                0.74953,                0.57023,                 1.6003,                0.86184,                 1.4249,             0.00020909,             0.00020909,             0.00020909
                     85,                 1.4565,                  1.172,                 1.1254,                0.58906,                      1,                0.88444,                 0.5557,                 1.5721,                0.82892,                 1.4202,             0.00019809,             0.00019809,             0.00019809
                     86,                 1.5181,                 1.2905,                 1.1138,                0.51302,                      1,                0.82917,                0.56488,                 1.4928,                0.75975,                 1.4265,             0.00018709,             0.00018709,             0.00018709
                     87,                 1.4986,                 1.2795,                 1.1402,                0.52609,                      1,                0.82917,                0.49018,                 1.5303,                0.78786,                 1.4382,             0.00017609,             0.00017609,             0.00017609
                     88,                 1.4466,                 1.2732,                 1.1002,                0.82452,                 0.9806,                  0.995,                0.50715,                 1.5972,                 0.7801,                 1.4304,             0.00016509,             0.00016509,             0.00016509
                     89,                 1.5153,                 1.3063,                 1.1761,                0.83442,                0.99159,                  0.995,                0.50733,                 1.6831,                0.80275,                 1.4455,              0.0001541,              0.0001541,              0.0001541
                     90,                 1.5153,                 1.3245,                 1.1714,                0.79515,                      1,                  0.995,                0.44823,                 1.6937,                0.81548,                 1.4558,              0.0001431,              0.0001431,              0.0001431
                     91,                 1.6223,                 1.3828,                 1.2078,                0.73878,                      1,                  0.995,                0.50535,                 1.6637,                0.83887,                 1.4396,              0.0001321,              0.0001321,              0.0001321
