                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.5191,                 1.6182,                 1.5741,                0.91954,                0.63706,                0.80268,                0.41492,                 1.2414,                 1.2193,                  1.364,               0.000802,               0.000802,               0.000802
                     23,                 1.5056,                 1.5889,                 1.5599,                0.80213,                0.65053,                0.76903,                0.39568,                 1.3817,                 1.3141,                 1.4253,              0.0007921,              0.0007921,              0.0007921
                     24,                 1.5229,                 1.5992,                 1.5738,                0.51393,                0.93601,                0.75945,                0.38443,                 1.3538,                 1.2453,                 1.4674,              0.0007822,              0.0007822,              0.0007822
                     25,                 1.4315,                 1.5988,                 1.5137,                0.56775,                0.90327,                0.77497,                0.38375,                 1.2821,                 1.2396,                    1.5,              0.0007723,              0.0007723,              0.0007723
                     26,                 1.4473,                 1.5345,                  1.521,                0.77662,                0.74813,                0.85362,                0.39772,                  1.359,                  1.195,                 1.3435,              0.0007624,              0.0007624,              0.0007624
                     27,                 1.4092,                 1.4962,                 1.4891,                0.47428,                0.93452,                0.75815,                0.38774,                  1.197,                 1.2163,                 1.3019,              0.0007525,              0.0007525,              0.0007525
                     28,                  1.412,                 1.5358,                 1.4712,                0.55761,                0.88958,                0.80333,                0.36425,                 1.3499,                 1.2822,                 1.2988,              0.0007426,              0.0007426,              0.0007426
                     29,                 1.4298,                 1.4943,                 1.4787,                0.48982,                0.95679,                0.80929,                0.39651,                 1.2201,                 1.1804,                 1.2001,              0.0007327,              0.0007327,              0.0007327
                     30,                 1.3615,                 1.5144,                 1.4546,                0.79165,                0.65923,                0.76567,                0.33349,                 1.3965,                 1.2667,                 1.3072,              0.0007228,              0.0007228,              0.0007228
                     31,                 1.4025,                 1.5013,                 1.4746,                0.84035,                0.70115,                0.83899,                0.38172,                 1.2294,                 1.1752,                 1.3094,              0.0007129,              0.0007129,              0.0007129
                     32,                 1.4249,                 1.4867,                 1.4473,                0.56097,                0.71518,                0.77791,                0.35319,                 1.3539,                 1.2191,                 1.2706,               0.000703,               0.000703,               0.000703
                     33,                 1.3479,                 1.4521,                 1.4582,                0.78778,                0.87413,                0.86329,                0.45481,                 1.1938,                 1.1411,                 1.1949,              0.0006931,              0.0006931,              0.0006931
                     34,                 1.3339,                 1.4579,                 1.4299,                0.74702,                0.83027,                0.91276,                0.44272,                 1.1883,                 1.1675,                 1.1786,              0.0006832,              0.0006832,              0.0006832
                     35,                 1.3517,                 1.4472,                 1.4395,                0.91776,                0.72373,                0.89682,                0.45326,                  1.179,                 1.1335,                 1.1187,              0.0006733,              0.0006733,              0.0006733
                     36,                 1.2883,                 1.3694,                 1.4152,                0.79132,                0.81771,                0.89456,                 0.4673,                 1.1295,                 1.1074,                 1.0938,              0.0006634,              0.0006634,              0.0006634
                     37,                 1.3394,                 1.3997,                 1.4418,                0.84547,                0.91792,                 0.9377,                 0.4494,                 1.2521,                 1.0611,                 1.1713,              0.0006535,              0.0006535,              0.0006535
                     38,                 1.3292,                 1.3778,                 1.4076,                0.71779,                 0.8391,                 0.8491,                0.40757,                 1.2647,                 1.1177,                  1.141,              0.0006436,              0.0006436,              0.0006436
                     39,                 1.2842,                 1.3673,                 1.3977,                0.80507,                0.85899,                0.92256,                0.49322,                  1.126,                 1.0269,                 1.0685,              0.0006337,              0.0006337,              0.0006337
                     40,                 1.3044,                 1.3292,                 1.3984,                0.74361,                0.81251,                0.91628,                0.48825,                 1.1858,                 1.0077,                 1.0851,              0.0006238,              0.0006238,              0.0006238
                     41,                 1.2947,                 1.3173,                 1.3959,                0.72011,                0.84021,                0.91473,                0.46137,                 1.2779,                 1.2449,                 1.2103,              0.0006139,              0.0006139,              0.0006139
                     42,                 1.3119,                 1.3316,                 1.3886,                0.76406,                0.87659,                0.92815,                0.45273,                 1.2414,                 1.0603,                 1.1373,               0.000604,               0.000604,               0.000604
                     43,                 1.2501,                 1.2911,                 1.3574,                0.79705,                0.90744,                0.90235,                0.47301,                 1.2233,                0.95081,                 1.1628,              0.0005941,              0.0005941,              0.0005941
                     44,                  1.275,                 1.2842,                 1.3672,                0.83042,                0.91693,                0.96402,                0.51389,                 1.1766,                0.98879,                 1.0793,              0.0005842,              0.0005842,              0.0005842
                     45,                 1.2927,                   1.26,                 1.3605,                0.77275,                0.96014,                0.95792,                0.50287,                  1.219,                0.98088,                 1.1326,              0.0005743,              0.0005743,              0.0005743
                     46,                 1.2739,                 1.2574,                 1.3766,                0.70287,                0.83467,                0.81922,                0.38951,                 1.3118,                 1.0756,                 1.1929,              0.0005644,              0.0005644,              0.0005644
                     47,                 1.2625,                 1.2649,                 1.3702,                0.84721,                 0.9152,                0.93261,                0.50786,                 1.1842,                0.97475,                 1.0449,              0.0005545,              0.0005545,              0.0005545
                     48,                 1.2827,                 1.2883,                 1.3627,                0.82812,                0.92513,                0.95678,                0.47243,                  1.143,                0.97327,                 1.0373,              0.0005446,              0.0005446,              0.0005446
                     49,                 1.2745,                 1.2369,                 1.3681,                 0.7103,                 0.9372,                0.92001,                0.50098,                 1.1269,                0.94253,                 1.0164,              0.0005347,              0.0005347,              0.0005347
                     50,                 1.2408,                 1.2248,                 1.3505,                0.83025,                0.94266,                0.91592,                0.46341,                  1.224,                0.98357,                 1.0542,              0.0005248,              0.0005248,              0.0005248
                     51,                 1.2266,                 1.2064,                 1.3459,                0.86056,                0.89509,                0.96007,                0.48207,                 1.1669,                0.94428,                 1.0994,              0.0005149,              0.0005149,              0.0005149
                     52,                 1.2423,                 1.1988,                 1.3353,                0.82201,                0.90862,                0.93756,                0.48294,                 1.1034,                0.89756,                 1.0389,               0.000505,               0.000505,               0.000505
                     53,                 1.2625,                 1.2009,                  1.359,                0.84611,                0.94489,                0.93087,                0.48506,                 1.0733,                0.88605,                0.98794,              0.0004951,              0.0004951,              0.0004951
                     54,                 1.2149,                 1.1828,                 1.3412,                0.82138,                 0.8962,                0.94194,                0.50409,                 1.0649,                0.84749,                0.99383,              0.0004852,              0.0004852,              0.0004852
                     55,                 1.2232,                 1.2067,                 1.3259,                0.85331,                0.98349,                0.96572,                0.49065,                 1.1121,                0.91354,                  1.002,              0.0004753,              0.0004753,              0.0004753
                     56,                 1.2591,                 1.2005,                 1.3297,                0.85568,                0.92822,                0.96103,                0.52064,                 1.1124,                0.83351,                 1.0321,              0.0004654,              0.0004654,              0.0004654
                     57,                  1.249,                 1.2014,                  1.334,                0.87016,                0.96032,                0.94037,                0.49294,                 1.0448,                0.86758,                0.94863,              0.0004555,              0.0004555,              0.0004555
                     58,                 1.1729,                 1.1569,                 1.3015,                0.80498,                0.84534,                0.86707,                 0.4374,                 1.2399,                 1.0901,                 1.0625,              0.0004456,              0.0004456,              0.0004456
                     59,                 1.1981,                 1.1737,                 1.3256,                0.88046,                0.95536,                0.91374,                0.48769,                 1.1778,                0.81021,                 1.0472,              0.0004357,              0.0004357,              0.0004357
                     60,                 1.1806,                 1.1357,                 1.3066,                0.87468,                0.91721,                0.92491,                 0.5205,                 1.1311,                0.81021,                0.98109,              0.0004258,              0.0004258,              0.0004258
                     61,                 1.1463,                 1.1181,                 1.3003,                0.85427,                0.91562,                0.96465,                0.50316,                 1.0965,                0.84147,                0.98257,              0.0004159,              0.0004159,              0.0004159
                     62,                 1.1585,                 1.1066,                 1.3054,                0.88829,                0.90589,                0.93804,                0.50499,                 1.0943,                0.92273,                0.98313,               0.000406,               0.000406,               0.000406
                     63,                 1.2004,                 1.1305,                 1.3048,                0.86252,                 0.9881,                0.96814,                0.48893,                 1.1356,                0.83643,                 0.9869,              0.0003961,              0.0003961,              0.0003961
                     64,                 1.1559,                 1.1192,                 1.2937,                0.85497,                0.90456,                0.94824,                 0.5117,                 1.1379,                0.81297,                0.96685,              0.0003862,              0.0003862,              0.0003862
                     65,                 1.1957,                 1.1418,                    1.3,                0.86831,                0.94344,                0.96052,                0.52584,                  1.062,                 0.8449,                0.95479,              0.0003763,              0.0003763,              0.0003763
                     66,                 1.1748,                 1.1549,                   1.31,                0.88486,                0.95954,                0.93508,                0.47143,                 1.0753,                 0.8498,                0.92905,              0.0003664,              0.0003664,              0.0003664
                     67,                 1.1472,                 1.1109,                 1.2858,                0.86314,                 0.9829,                0.95231,                0.48395,                 1.1412,                0.78648,                 1.0384,              0.0003565,              0.0003565,              0.0003565
                     68,                 1.1579,                 1.1106,                 1.2854,                0.87894,                0.85991,                0.96275,                0.51272,                  1.028,                0.80374,                0.92272,              0.0003466,              0.0003466,              0.0003466
                     69,                 1.1461,                 1.1063,                 1.2926,                0.91212,                  0.977,                 0.9612,                 0.5086,                 1.0694,                0.83674,                0.94305,              0.0003367,              0.0003367,              0.0003367
                     70,                 1.1257,                 1.1096,                 1.2722,                0.85127,                0.94048,                0.95356,                0.50606,                 1.0996,                0.84639,                0.96998,              0.0003268,              0.0003268,              0.0003268
                     71,                 1.1581,                 1.0955,                 1.2979,                0.89879,                0.96935,                0.96039,                0.52852,                  1.123,                0.79048,                0.97709,              0.0003169,              0.0003169,              0.0003169
                     72,                 1.1567,                 1.1203,                 1.2751,                0.84215,                 0.9881,                0.95699,                0.50236,                 1.1595,                0.81472,                 1.0103,               0.000307,               0.000307,               0.000307
                     73,                 1.1592,                 1.1112,                 1.2831,                0.86715,                0.96101,                 0.9372,                0.51436,                 1.1032,                0.78249,                0.97709,              0.0002971,              0.0002971,              0.0002971
                     74,                 1.1325,                 1.1045,                 1.2871,                0.90682,                0.96315,                 0.9822,                0.51379,                 1.0348,                0.76913,                0.91392,              0.0002872,              0.0002872,              0.0002872
                     75,                 1.1343,                 1.0832,                 1.2616,                0.88205,                0.97379,                 0.9606,                0.50353,                 1.0665,                 0.7976,                0.90727,              0.0002773,              0.0002773,              0.0002773
                     76,                 1.0925,                 1.0706,                 1.2741,                0.88954,                0.97014,                0.94397,                0.52188,                 1.0424,                0.74599,                0.94028,              0.0002674,              0.0002674,              0.0002674
                     77,                 1.1241,                 1.0799,                 1.2797,                0.93242,                0.97506,                0.95472,                0.52239,                 1.0026,                0.74169,                0.91275,              0.0002575,              0.0002575,              0.0002575
                     78,                 1.1026,                  1.085,                 1.2578,                0.89072,                0.93809,                0.96502,                0.55624,                 1.0597,                0.75717,                0.93996,              0.0002476,              0.0002476,              0.0002476
                     79,                 1.1116,                 1.1119,                 1.2717,                0.86901,                0.94922,                0.94715,                0.52752,                 1.0408,                0.75513,                0.91919,              0.0002377,              0.0002377,              0.0002377
                     80,                 1.1253,                 1.0927,                 1.2818,                0.90009,                0.94911,                0.92574,                0.50855,                 1.0759,                0.79308,                0.93955,              0.0002278,              0.0002278,              0.0002278
                     81,                  1.107,                 1.0483,                  1.257,                0.89674,                0.95332,                0.95819,                0.53273,                  1.033,                0.70235,                0.90212,              0.0002179,              0.0002179,              0.0002179
                     82,                 1.1077,                 1.0834,                 1.2614,                0.88244,                0.95513,                0.95007,                0.53767,                  1.021,                0.74622,                0.91755,               0.000208,               0.000208,               0.000208
                     83,                  1.131,                  1.082,                 1.2721,                0.91823,                0.97608,                0.96791,                0.52917,                 1.0453,                0.72778,                0.91087,              0.0001981,              0.0001981,              0.0001981
                     84,                 1.0924,                 1.0685,                 1.2543,                0.93346,                0.96764,                0.97009,                0.53335,                 1.0588,                0.70749,                0.91571,              0.0001882,              0.0001882,              0.0001882
                     85,                  1.099,                 1.0579,                 1.2527,                0.88339,                0.94152,                0.95606,                0.51552,                  1.093,                0.72941,                0.92896,              0.0001783,              0.0001783,              0.0001783
                     86,                   1.15,                 1.0904,                 1.2773,                0.91999,                0.97466,                0.96664,                  0.521,                 1.0945,                 0.7984,                 0.9473,              0.0001684,              0.0001684,              0.0001684
                     87,                 1.0789,                 1.0814,                 1.2635,                0.91867,                0.95924,                0.94834,                 0.5246,                 1.0221,                0.72207,                0.93023,              0.0001585,              0.0001585,              0.0001585
                     88,                 1.0724,                 1.0672,                 1.2488,                0.86565,                0.95201,                 0.9444,                 0.5206,                 1.0291,                0.73025,                 0.8852,              0.0001486,              0.0001486,              0.0001486
                     89,                 1.1034,                 1.0906,                 1.2397,                0.89616,                0.97143,                0.94789,                0.50732,                 1.1107,                0.76426,                0.93843,              0.0001387,              0.0001387,              0.0001387
                     90,                 1.0283,                 1.0528,                 1.2427,                0.90789,                0.94831,                0.94833,                0.51246,                  1.105,                0.73072,                 0.9463,              0.0001288,              0.0001288,              0.0001288
                     91,                 1.3021,                 1.0469,                 1.2939,                0.87766,                 0.9506,                0.95084,                0.52717,                 1.0832,                0.74872,                0.94568,              0.0001189,              0.0001189,              0.0001189
                     92,                 1.1968,                0.93671,                 1.2207,                0.83119,                0.92095,                0.95519,                0.53431,                 1.0462,                 0.7251,                0.92143,               0.000109,               0.000109,               0.000109
                     93,                 1.1602,                0.89683,                 1.2005,                0.91898,                0.97028,                0.97323,                0.55478,                0.99926,                0.67938,                0.87744,               9.91e-05,               9.91e-05,               9.91e-05
                     94,                 1.1612,                0.89798,                 1.1989,                0.87439,                0.94144,                0.95675,                0.52949,                 1.0291,                0.69899,                0.86842,               8.92e-05,               8.92e-05,               8.92e-05
                     95,                 1.1521,                0.90061,                 1.1988,                0.89837,                0.92976,                0.95087,                0.54457,                 1.0175,                0.66953,                0.85786,               7.93e-05,               7.93e-05,               7.93e-05
                     96,                 1.1557,                0.88964,                 1.1985,                0.92745,                0.94347,                0.96711,                0.53832,                 1.0155,                0.67781,                0.86914,               6.94e-05,               6.94e-05,               6.94e-05
                     97,                 1.1429,                0.91656,                  1.181,                0.91169,                0.93805,                 0.9564,                0.53386,                 1.0183,                0.67055,                0.85535,               5.95e-05,               5.95e-05,               5.95e-05
                     98,                  1.134,                0.87096,                 1.1788,                0.91972,                0.92827,                0.95447,                0.52371,                 1.0219,                0.67458,                0.85332,               4.96e-05,               4.96e-05,               4.96e-05
                     99,                 1.1489,                0.88462,                 1.1924,                0.93259,                 0.9447,                0.97289,                0.54388,                 1.0016,                 0.6615,                0.84068,               3.97e-05,               3.97e-05,               3.97e-05
                    100,                 1.1321,                0.88323,                 1.1819,                 0.8995,                0.92727,                0.95516,                0.54894,                0.98519,                0.65017,                0.83023,               2.98e-05,               2.98e-05,               2.98e-05
